,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,民政處主管,,,,,,,,,,,,,,,,,,,,,,,
,,歲出機關別預算表,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,中華民國105年度,,,,,,,,,,單位：新臺幣千元,,
,,科　　　　　　　　 　目,,,,,,,,,,"本年度
預算數",,,"上年度
預算數",,"前年度
決算數",,"本年度與
上年度比較",,,說　　明,,,
,,款,,項,,目,,節,,名稱及編號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"　　業務費106千元
　　獎補助費24千元
三、本年度預算數與上年度比較：
　　減少 600千元
　　減列 人事費600千元
四、本科目增減項目如下:
1.減列法定編制人員待遇528千元。
2.減列獎金6千元。
3.減列其他給與16千元。
4.減列加班值班費26千元。
5.減列退休離職儲金24千元。
",,,
,,,,,,02,,,,"　　33030061000
　　戶政業務",,937,,,937,,830,,-,,,,,,
,,,,,,,,01,,"　　　33030061001
　　　戶政業務",,937,,,937,,830,,-,,,"一、本科目包括戶政業務
二、本年度預算數包括:
　　人事費64千元
　　業務費873千元
",,,
,,,,007,,,,,,"　00030070000
　嘉義縣新港鄉戶政
　事務所",,"13,627",,,"13,621",,"11,991",,6,,,,,,
,,,,,,01,,,,"　　33030070100
　　一般行政",,"10,801",,,"10,795",,"9,437",,6,,,,,,
,,,,,,,,01,,"　　　33030070101
　　　行政管理",,"10,801",,,"10,795",,"9,437",,6,,,"一、本科目包括行政管理
二、本年度預算數包括:
　　人事費10,619千元
　　業務費158千元
　　獎補助費24千元
三、本年度預算數與上年度比較：
　　增加 6千元
　　增列 獎補助費6千元
四、本科目增減項目如下：
增列獎勵及慰問6千元。
",,,
,,,,,,02,,,,"　　33030071000
　　戶政業務",,"2,826",,,"2,826",,"2,554",,-,,,,,,
,,,,,,,,01,,"　　　33030071001
　　　戶政業務",,"2,826",,,"2,826",,"2,554",,-,,,"一、本科目包括戶政業務
二、本年度預算數包括:
　　人事費130千元
　　業務費2,696千元
",,,
,,,,008,,,,,,"　00030080000
　嘉義縣六腳鄉戶政
　事務所",,"9,920",,,"9,920",,"7,892",,-,,,,,,
,,,,,,01,,,,"　　33030080100
　　一般行政",,"8,454",,,"8,454",,"6,587",,-,,,,,,
,,,,,,,,01,,"　　　33030080101
　　　行政管理",,"8,454",,,"8,454",,"6,587",,-,,,"一、本科目包括行政管理
二、本年度預算數包括:
　　人事費8,300千元
",,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,000 - 4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,民政處主管,,,,,,,,,,,,,,,,,,,,,,,
,,歲出機關別預算表,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,中華民國105年度,,,,,,,,,,單位：新臺幣千元,,
,,科　　　　　　　　 　目,,,,,,,,,,"本年度
預算數",,,"上年度
預算數",,"前年度
決算數",,"本年度與
上年度比較",,,說　　明,,,
,,款,,項,,目,,節,,名稱及編號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"　　業務費112千元
　　獎補助費42千元
",,,
,,,,,,02,,,,"　　33030081000
　　戶政業務",,"1,466",,,"1,466",,"1,305",,-,,,,,,
,,,,,,,,01,,"　　　33030081001
　　　戶政業務",,"1,466",,,"1,466",,"1,305",,-,,,"一、本科目包括戶政業務
二、本年度預算數包括:
　　人事費108千元
　　業務費1,358千元
",,,
,,,,009,,,,,,"　00030090000
　嘉義縣東石鄉戶政
　事務所",,"9,162",,,"9,716",,"8,316",,-554,,,,,,
,,,,,,01,,,,"　　33030090100
　　一般行政",,"7,568",,,"8,122",,"6,883",,-554,,,,,,
,,,,,,,,01,,"　　　33030090101
　　　行政管理",,"7,568",,,"8,122",,"6,883",,-554,,,"一、本科目包括行政管理
二、本年度預算數包括:
　　人事費7,352千元
　　業務費210千元
　　獎補助費6千元
三、本年度預算數與上年度比較：
　　減少 554千元
　　減列 人事費548千元
　　減列 獎補助費6千元
四、本科目增減項目如下：
1.減列技工及工友待遇暨獎金等548千元。
2.減列獎勵及慰問6千元。
",,,
,,,,,,02,,,,"　　33030091000
　　戶政業務",,"1,594",,,"1,594",,"1,433",,-,,,,,,
,,,,,,,,01,,"　　　33030091001
　　　戶政業務",,"1,594",,,"1,594",,"1,433",,-,,,"一、本科目包括戶政業務
二、本年度預算數包括:
　　人事費120千元
　　業務費1,474千元
",,,
,,,,010,,,,,,"　00030100000
　嘉義縣義竹鄉戶政
　事務所",,"7,979",,,"8,681",,"6,804",,-702,,,,,,
,,,,,,01,,,,"　　33030100100
　　一般行政",,"6,545",,,"7,247",,"5,525",,-702,,,,,,
,,,,,,,,01,,"　　　33030100101
　　　行政管理",,"6,545",,,"7,247",,"5,525",,-702,,,"一、本科目包括行政管理
二、本年度預算數包括:
　　人事費6,400千元
　　業務費115千元
　　獎補助費30千元
三、本年度預算數與上年度比較：
　　減少 702千元
　　減列 人事費702千元
四、本科目增減項目如下：
1.減列法定編制人員待遇528千",,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,000 - 5,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,民政處主管,,,,,,,,,,,,,,,,,,,,,,,
,,歲出機關別預算表,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,中華民國105年度,,,,,,,,,,單位：新臺幣千元,,
,,科　　　　　　　　 　目,,,,,,,,,,"本年度
預算數",,,"上年度
預算數",,"前年度
決算數",,"本年度與
上年度比較",,,說　　明,,,
,,款,,項,,目,,節,,名稱及編號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"元。
2.減列獎金118千元。
3.減列其他給與16千元。
4.減列加班值班費40千元。
5.減列退休離職儲金24千元。
6.增列保險24千元。
",,,
,,,,,,02,,,,"　　33030101000
　　戶政業務",,"1,434",,,"1,434",,"1,279",,-,,,,,,
,,,,,,,,01,,"　　　33030101001
　　　戶政業務",,"1,434",,,"1,434",,"1,279",,-,,,"一、本科目包括戶政業務
二、本年度預算數包括:
　　人事費100千元
　　業務費1,334千元
",,,
,,,,011,,,,,,"　00030110000
　嘉義縣鹿草鄉戶政
　事務所",,"7,972",,,"7,666",,"7,126",,306,,,,,,
,,,,,,01,,,,"　　33030110100
　　一般行政",,"6,720",,,"6,414",,"6,022",,306,,,,,,
,,,,,,,,01,,"　　　33030110101
　　　行政管理",,"6,720",,,"6,414",,"6,022",,306,,,"一、本科目包括行政管理
二、本年度預算數包括:
　　人事費6,590千元
　　業務費112千元
　　獎補助費18千元
三、本年度預算數與上年度比較：
　　增加 306千元
　　增列 人事費300千元
　　增列 獎補助費6千元
四、本科目增減項目如下:
1.增列獎金191千元。
2.增列加班值班費36千元。
3.增列保險73千元。
4.增列獎勵及慰問6千元。
",,,
,,,,,,02,,,,"　　33030111000
　　戶政業務",,"1,252",,,"1,252",,"1,104",,-,,,,,,
,,,,,,,,01,,"　　　33030111001
　　　戶政業務",,"1,252",,,"1,252",,"1,104",,-,,,"一、本科目包括戶政業務
二、本年度預算數包括:
　　人事費30千元
　　業務費1,222千元
",,,
,,,,012,,,,,,"　00030120000
　嘉義縣水上鄉戶政
　事務所",,"16,338",,,"16,360",,"13,062",,-22,,,,,,
,,,,,,01,,,,"　　33030120100
　　一般行政",,"13,478",,,"13,478",,"10,654",,-,,,,,,
,,,,,,,,01,,"　　　33030120101
　　　行政管理",,"13,478",,,"13,478",,"10,654",,-,,,"一、本科目包括行政管理
二、本年度預算數包括:
　　人事費13,240千元
　　業務費178千元
　　獎補助費60千元",,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,000 - 6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,民政處主管,,,,,,,,,,,,,,,,,,,,,,,
,,歲出機關別預算表,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,中華民國105年度,,,,,,,,,,單位：新臺幣千元,,
,,科　　　　　　　　 　目,,,,,,,,,,"本年度
預算數",,,"上年度
預算數",,"前年度
決算數",,"本年度與
上年度比較",,,說　　明,,,
,,款,,項,,目,,節,,名稱及編號,,,,,,,,,,,,,,,
,,,,,,02,,,,"　　33030121000
　　戶政業務",,"2,860",,,"2,882",,"2,408",,-22,,,,,,
,,,,,,,,01,,"　　　33030121001
　　　戶政業務",,"2,860",,,"2,882",,"2,408",,-22,,,"一、本科目包括戶政業務
二、本年度預算數包括:
　　人事費160千元
　　業務費2,700千元
三、本年度預算數與上年度比較：
　　減少 22千元
　　減列 業務費22千元
四、本科目增減項目如下：
1.減列稅捐及規費1千元。
2.減列保險費1千元。
3.減列物品16千元。
4.減列一般事務費1千元。
5.減列車輛及辦公器具養護費3千元。
",,,
,,,,013,,,,,,"　00030130000
　嘉義縣中埔鄉戶政
　事務所",,"14,044",,,"14,074",,"12,268",,-30,,,,,,
,,,,,,01,,,,"　　33030130100
　　一般行政",,"12,029",,,"12,029",,"10,550",,-,,,,,,
,,,,,,,,01,,"　　　33030130101
　　　行政管理",,"12,029",,,"12,029",,"10,550",,-,,,"一、本科目包括行政管理
二、本年度預算數包括:
　　人事費11,800千元
　　業務費181千元
　　獎補助費48千元
",,,
,,,,,,02,,,,"　　33030131000
　　戶政業務",,"2,015",,,"2,045",,"1,718",,-30,,,,,,
,,,,,,,,01,,"　　　33030131001
　　　戶政業務",,"2,015",,,"2,045",,"1,718",,-30,,,"一、本科目包括戶政業務
二、本年度預算數包括:
　　人事費165千元
　　業務費1,850千元
三、本年度預算數與上年度比較：
　　減少 30千元
　　減列 業務費30千元
四、本科目增減項目如下:
1.減列資訊服務費1千元。
2.減列稅捐及規費1千元。
3.減列保險費1千元。
4.減列物品21千元。
5.減列一般事務費3千元。
6.減列車輛及辦公器具養護費3千元。
",,,
,,,,014,,,,,,"　00030140000
　嘉義縣竹崎鄉戶政
　事務所",,"11,896",,,"11,746",,"11,060",,150,,,,,,
,,,,,,01,,,,"　　33030140100
　　一般行政",,"9,963",,,"9,813",,"9,381",,150,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,000 - 7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,民政處主管,,,,,,,,,,,,,,,,,,,,,,,
,,歲出機關別預算表,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,中華民國105年度,,,,,,,,,,單位：新臺幣千元,,
,,科　　　　　　　　 　目,,,,,,,,,,"本年度
預算數",,,"上年度
預算數",,"前年度
決算數",,"本年度與
上年度比較",,,說　　明,,,
,,款,,項,,目,,節,,名稱及編號,,,,,,,,,,,,,,,
,,,,,,,,01,,"　　　33030140101
　　　行政管理",,"9,963",,,"9,813",,"9,381",,150,,,"一、本科目包括行政管理
二、本年度預算數包括:
　　人事費9,750千元
　　業務費195千元
　　獎補助費18千元
三、本年度預算數與上年度比較：
　　增加 150千元
　　增列 人事費150千元
四、本科目增減項目如下:
增列法定編制人員待遇150千元。
",,,
,,,,,,02,,,,"　　33030141000
　　戶政業務",,"1,933",,,"1,933",,"1,679",,-,,,,,,
,,,,,,,,01,,"　　　33030141001
　　　戶政業務",,"1,933",,,"1,933",,"1,679",,-,,,"一、本科目包括戶政業務
二、本年度預算數包括:
　　人事費146千元
　　業務費1,787千元
",,,
,,,,015,,,,,,"　00030150000
　嘉義縣梅山鄉戶政
　事務所",,"9,194",,,"9,194",,"8,124",,-,,,,,,
,,,,,,01,,,,"　　33030150100
　　一般行政",,"7,428",,,"7,428",,"6,551",,-,,,,,,
,,,,,,,,01,,"　　　33030150101
　　　行政管理",,"7,428",,,"7,428",,"6,551",,-,,,"一、本科目包括行政管理
二、本年度預算數包括:
　　人事費7,300千元
　　業務費104千元
　　獎補助費24千元
",,,
,,,,,,02,,,,"　　33030151000
　　戶政業務",,"1,766",,,"1,766",,"1,573",,-,,,,,,
,,,,,,,,01,,"　　　33030151001
　　　戶政業務",,"1,766",,,"1,766",,"1,573",,-,,,"一、本科目包括戶政業務
二、本年度預算數包括:
　　人事費55千元
　　業務費1,711千元
",,,
,,,,016,,,,,,"　00030160000
　嘉義縣番路鄉戶政
　事務所",,"6,007",,,"6,007",,"5,162",,-,,,,,,
,,,,,,01,,,,"　　33030160100
　　一般行政",,"5,167",,,"5,167",,"4,407",,-,,,,,,
,,,,,,,,01,,"　　　33030160101
　　　行政管理",,"5,167",,,"5,167",,"4,407",,-,,,"一、本科目包括行政管理
二、本年度預算數包括:
　　人事費5,061千元
　　業務費100千元
　　獎補助費6千元
",,,
,,,,,,02,,,,"　　33030161000
　　戶政業務",,840,,,840,,755,,-,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,000 - 8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,民政處主管,,,,,,,,,,,,,,,,,,,,,,,
,,歲出機關別預算表,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,中華民國105年度,,,,,,,,,,單位：新臺幣千元,,
,,科　　　　　　　　 　目,,,,,,,,,,"本年度
預算數",,,"上年度
預算數",,"前年度
決算數",,"本年度與
上年度比較",,,說　　明,,,
,,款,,項,,目,,節,,名稱及編號,,,,,,,,,,,,,,,
,,,,,,,,01,,"　　　33030161001
　　　戶政業務",,840,,,840,,755,,-,,,"一、本科目包括戶政業務
二、本年度預算數包括:
　　人事費52千元
　　業務費788千元
",,,
,,,,017,,,,,,"　00030170000
　嘉義縣大埔鄉戶政
　事務所",,"4,006",,,"4,518",,"4,083",,-512,,,,,,
,,,,,,01,,,,"　　33030170100
　　一般行政",,"3,251",,,"3,811",,"3,488",,-560,,,,,,
,,,,,,,,01,,"　　　33030170101
　　　行政管理",,"3,251",,,"3,811",,"3,488",,-560,,,"一、本科目包括行政管理
二、本年度預算數包括:
　　人事費3,155千元
　　業務費96千元
三、本年度預算數與上年度比較：
　　減少 560千元
　　減列 人事費560千元
四、本科目增減項目如下：
1.減列技工及工友待遇372千元。
2.減列獎金110千元。
3.減列其他給與16千元。
4.減列加班值班費15千元。
5.減列保險47千元。
",,,
,,,,,,02,,,,"　　33030171000
　　戶政業務",,755,,,707,,595,,48,,,,,,
,,,,,,,,01,,"　　　33030171001
　　　戶政業務",,755,,,707,,595,,48,,,"一、本科目包括戶政業務
二、本年度預算數包括:
　　人事費6千元
　　業務費749千元
三、本年度預算數與上年度比較：
　　增加 48千元
　　增列 業務費48千元
四、本科目增減項目如下：
增列一般事務費48千元。
",,,
,,,,018,,,,,,"　00030180000
　嘉義縣阿里山鄉戶
　政事務所",,"5,822",,,"5,485",,"5,103",,337,,,,,,
,,,,,,01,,,,"　　33030180100
　　一般行政",,"5,003",,,"4,667",,"4,377",,336,,,,,,
,,,,,,,,01,,"　　　33030180101
　　　行政管理",,"5,003",,,"4,667",,"4,377",,336,,,"一、本科目包括行政管理
二、本年度預算數包括:
　　人事費4,830千元
　　業務費161千元
　　獎補助費12千元
三、本年度預算數與上年度比較：
　　增加 336千元
　　增列 人事費330千元
　　增列 獎補助費6千元
四、本科目增減項目如下：
1.增列法定編制人員待遇240千",,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,000 - 9,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,民政處主管,,,,,,,,,,,,,,,,,,,,,,,
,,歲出機關別預算表,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,中華民國105年度,,,,,,,,,,單位：新臺幣千元,,
,,科　　　　　　　　 　目,,,,,,,,,,"本年度
預算數",,,"上年度
預算數",,"前年度
決算數",,"本年度與
上年度比較",,,說　　明,,,
,,款,,項,,目,,節,,名稱及編號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"元。
2.增列獎金66千元。
3.增列退休退職儲金24千元。
4.增列獎勵及慰問6千元。
",,,
,,,,,,02,,,,"　　33030181000
　　戶政業務",,819,,,818,,726,,1,,,,,,
,,,,,,,,01,,"　　　33030181001
　　　戶政業務",,819,,,818,,726,,1,,,"一、本科目包括戶政業務
二、本年度預算數包括:
　　人事費30千元
　　業務費789千元
三、本年度預算數與上年度比較：
　　增加 1千元
　　增列 業務費1千元
四、本科目增減項目如下：
1.增列水電費18千元。
2.減列物品7千元。
3.減列設施及機械設備養護費10千元。
",,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,000 - 10,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
