,,,,,,,,,,,,,,,,,,,,,,,,,
,,科　　　　　　　　 　目,,,,,,,,,,"本年度
預算數",,,"上年度
預算數",,"前年度
決算數",,"本年度與
上年度比較",,,說　　明,,,
,,款,,項,,目,,節,,名稱及編號,,,,,,,,,,,,,,,
,,,,,,,,05,,"　　　32020010605
　　　縣政建設參觀
　　　訪問",,944,,,944,,822,,-,,,"一、本科目包括縣政建設參觀訪問
二、本年度預算數包括:
　　人事費14千元
　　業務費930千元
",,,
,,,,,,,,06,,"　　　32020010607
　　　電腦資訊",,"18,229",,,"16,431",,"13,797",,"1,798",,,"一、本科目包括電腦資訊
二、本年度預算數包括:
　　人事費2,798千元
　　業務費15,431千元
三、本年度預算數與上年度比較：
　　增加 1,798千元
　　增列 業務費1,798千元
四、本科目增減項目如下：
1.減列水電費36千元。
2.增列通訊費386千元。
3.增列資訊服務費2,068千元。
4.減列其他業務租金120千元。
5.減列委辦費500千元。
",,,
,,,,,,,,07,,"　　　32020010608
　　　聯合服務",,"1,711",,,"1,399",,"1,242",,312,,,"一、本科目包括聯合服務
二、本年度預算數包括:
　　人事費0千元
　　業務費1,711千元
三、本年度預算數與上年度比較：
　　增加 312千元
　　減列 人事費100千元
　　增列 業務費412千元
四、本科目增減項目如下：
1.減列獎金100千元。
2.增列水電費72千元。
3.增列其他業務租金240千元。
4.增列一般事務費100千元。
",,,
,,,,,,06,,,,"　　32020017900
　　第一預備金",,"8,460",,,"7,803",,-,,657,,,,,,
,,,,,,,,01,,"　　　32020017901
　　　第一預備金",,"8,460",,,"7,803",,-,,657,,,"一、本科目包括第一預備金
二、本年度預算數包括:
　　預備金8,460千元
三、本年度預算數與上年度比較：
　　增加 657千元
　　增列 預備金657千元
",,,
,,,,,,07,,,,"　　32020019000
　　一般建築及設備",,"83,947",,,"81,500",,"39,530",,"2,447",,,,,,
,,,,,,,,01,,"　　　32020019002
　　　城鄉新風貌建
　　　設計畫",,"64,850",,,"63,350",,"28,503",,"1,500",,,"一、本科目包括城鄉新風貌建設計畫
二、本年度預算數包括:
　　人事費250千元
　　業務費12,270千元
　　設備及投資41,490千元
　　獎補助費10,840千元
三、本年度預算數與上年度比較：
　　增加 1,500千元
",,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,000 - 6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,縣政府主管,,,,,,,,,,,,,,,,,,,,,,,
,,歲出機關別預算表,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,中華民國105年度,,,,,,,,,,單位：新臺幣千元,,
,,科　　　　　　　　 　目,,,,,,,,,,"本年度
預算數",,,"上年度
預算數",,"前年度
決算數",,"本年度與
上年度比較",,,說　　明,,,
,,款,,項,,目,,節,,名稱及編號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"　　增列 人事費20千元
　　增列 業務費11,000千元
　　減列 設備及投資9,520千元
四、本科目項目如下：
1.城鎮風貌型塑計畫61,850千元。
2.本縣一般工程款3,000千元。
",,,
,,,,,,,,02,,"　　　32020019019
　　　其他設備",,"19,097",,,"18,150",,"11,027",,947,,,"一、本科目包括其他設備
二、本年度預算數包括:
　　設備及投資19,097千元
三、本年度預算數與上年度比較：
　　增加 947千元
　　增列 設備及投資947千元
四、本科目行政處編列項目如下：
1.有償撥用臺灣體大嘉義校區建物6,312千元(總經費5,049萬8,500元，自104年度起至111年度止分8年辦理；104年度已經縣議會同意墊付631萬4,500元，餘44,184千元，分7年平均繳付)。
2.本府辦公廳舍各項設備汰舊換新及新購1,735千元。
3.本府電話機擴充容量設備1,650千元。
本科目綜合規劃處編列項目如下：
1.檔案科購置檔案影像掃描系統1,000千元。
2.硬體設備汰換、建置及虛擬化（含伺服器、網路設備、個人電腦及週邊設備）3,000千元。
3.防毒軟體授權、資訊安全軟硬體設備等3,400千元。
4.本府相關資訊系統個人資料保護及建置、雲端虛擬化開發2,000千元。
",,,
,,,,,,08,,,,"　　33020010700
　　民政業務",,"79,022",,,"82,679",,"132,092",,"-3,657",,,,,,
,,,,,,,,01,,"　　　33020010701
　　　鄉鎮自治行政",,"41,473",,,"41,723",,"39,813",,-250,,,"一、本科目包括鄉鎮自治行政
二、本年度預算數包括:
　　人事費40,600千元
　　業務費873千元
三、本年度預算數與上年度比較：
　　減少 250千元
　　減列 業務費250千元
四、本科目增減項目如下：
減列一般事務費250千元。
",,,
,,,,,,,,02,,"　　　33020010702
　　　健全村里基層
　　　組織",,815,,,815,,779,,-,,,"一、本科目包括健全村里基層組織
二、本年度預算數包括:
　　業務費815千元
",,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,000 - 7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,縣政府主管,,,,,,,,,,,,,,,,,,,,,,,
,,歲出機關別預算表,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,中華民國105年度,,,,,,,,,,單位：新臺幣千元,,
,,科　　　　　　　　 　目,,,,,,,,,,"本年度
預算數",,,"上年度
預算數",,"前年度
決算數",,"本年度與
上年度比較",,,說　　明,,,
,,款,,項,,目,,節,,名稱及編號,,,,,,,,,,,,,,,
,,,,,,,,03,,"　　　33020010704
　　　推行禮俗文物
　　　業務",,"1,441",,,"1,531",,"1,136",,-90,,,"一、本科目包括推行禮俗文物業務
二、本年度預算數包括:
　　人事費10千元
　　業務費1,310千元
　　獎補助費121千元
三、本年度預算數與上年度比較：
　　減少 90千元
　　增列 業務費10千元
　　減列 獎補助費100千元
四、本科目增減項目如下：
1.增列一般事務費10千元。
2.減列獎勵及慰問100千元。
",,,
,,,,,,,,04,,"　　　33020010707
　　　公共造產",,123,,,123,,99,,-,,,"一、本科目包括公共造產
二、本年度預算數包括:
　　業務費123千元
",,,
,,,,,,,,05,,"　　　33020010708
　　　調解行政",,"1,102",,,"1,102",,"3,193",,-,,,"一、本科目包括調解行政
二、本年度預算數包括:
　　業務費767千元
　　獎補助費335千元
",,,
,,,,,,,,06,,"　　　33020010712
　　　戶政業務",,"7,095",,,"7,788",,"7,063",,-693,,,"一、本科目包括戶政業務
二、本年度預算數包括:
　　人事費68千元
　　業務費6,782千元
　　獎補助費245千元
三、本年度預算數與上年度比較：
　　減少 693千元
　　減列 業務費550千元
　　減列 獎補助費143千元
四、本科目增減項目如下：
1.減列委辦費450千元。
2.減列一般事務費100千元。
3.減列政府機關間之補助143千元。
",,,
,,,,,,,,07,,"　　　33020010718
　　　山地行政管理",,515,,,165,,128,,350,,,"一、本科目包括山地行政管理
二、本年度預算數包括:
　　業務費33千元
　　獎補助費482千元
三、本年度預算數與上年度比較：
　　增加 350千元
　　增列 獎補助費350千元
四、本科目增減項如下:
增列對國內團體之捐助350千元。
",,,
,,,,,,,,08,,"　　　33020010719
　　　加強原住民生
　　　活輔助",,"25,956",,,"28,930",,"30,079",,"-2,974",,,"一、本科目包括加強原住民生活輔助
二、本年度預算數包括:
　　人事費550千元
　　業務費2,083千元
　　獎補助費23,323千元
三、本年度預算數與上年度比較：
　　減少 2,974千元
",,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,000 - 8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,縣政府主管,,,,,,,,,,,,,,,,,,,,,,,
,,歲出機關別預算表,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,中華民國105年度,,,,,,,,,,單位：新臺幣千元,,
,,科　　　　　　　　 　目,,,,,,,,,,"本年度
預算數",,,"上年度
預算數",,"前年度
決算數",,"本年度與
上年度比較",,,說　　明,,,
,,款,,項,,目,,節,,名稱及編號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"　　減列 業務費8,168千元
　　增列 獎補助費5,194千元
四、本科目增減項目如下：
1.減列臨時人員酬金500千元。
2.增列一般事務費150千元。
3.減列設施及機械設備養護費7,768千元。
4.減列國內旅費50千元。
5.增列對地方政府之補助12,886千元。
6.減列對國內團體之捐助7,692千元。
",,,
,,,,,,,,09,,"　　　33020010724
　　　地方公職人員
　　　出缺補選",,502,,,502,,-,,-,,,"一、本科目包括地方公職人員出缺補選
二、本年度預算數包括:
　　業務費502千元
",,,
,,,,,,,,10,,"　　　33020010725
　　　地方公職人員
　　　選舉",,-,,,-,,"49,802",,-,,,本計畫僅有前年度決算數,,,
,,,,,,09,,,,"　　33020010800
　　役政業務",,"21,255",,,"23,468",,"18,941",,"-2,213",,,,,,
,,,,,,,,01,,"　　　33020010805
　　　兵役行政",,"21,255",,,"23,468",,"18,941",,"-2,213",,,"一、本科目包括兵役行政
二、本年度預算數包括:
　　人事費65千元
　　業務費4,810千元
　　獎補助費16,380千元
三、本年度預算數與上年度比較：
　　減少 2,213千元
　　增列 業務費250千元
　　減列 獎補助費2,463千元
四、本科目增減項目如下：
1.增列其他業務租金268千元。
2.增列保險費10千元。
3.減列按日按件計資酬金1千元。
4.減列物品100千元。
5.減列一般事務費30千元。
6.增列設施及機械設備養護費100千元。
7.增列國內旅費3千元。
8.增列政府機關間之補助40千元。
9.減列獎勵及慰問2,503千元。
",,,
,,,,,,10,,,,"　　33020010900
　　地政業務",,"65,592",,,"69,804",,"554,167",,"-4,212",,,,,,
,,,,,,,,01,,"　　　33020010901
　　　地籍管理",,"41,247",,,"44,538",,"35,814",,"-3,291",,,"一、本科目包括地籍管理
二、本年度預算數包括:
　　人事費38,738千元
　　業務費2,509千元
　　獎補助費0千元
三、本年度預算數與上年度比較：
　　減少 3,291千元
",,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,000 - 9,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,縣政府主管,,,,,,,,,,,,,,,,,,,,,,,
,,歲出機關別預算表,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,中華民國105年度,,,,,,,,,,單位：新臺幣千元,,
,,科　　　　　　　　 　目,,,,,,,,,,"本年度
預算數",,,"上年度
預算數",,"前年度
決算數",,"本年度與
上年度比較",,,說　　明,,,
,,款,,項,,目,,節,,名稱及編號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"　　增列 人事費29千元
　　減列 業務費2,868千元
　　減列 獎補助費452千元
四、本科目增減項目如下：
1.增列獎金100千元。
2.減列加班值班費71千元。
3.減列稅捐及規費60千元。
4.減列保險10千元。
5.減列物品97千元。
6.減列一般事務費2,627千元。
7.減列國內旅費60千元。
8.減列對地方政府之補助452千元。
9.減列按日按件計資酬金14千元。
",,,
,,,,,,,,02,,"　　　33020010902
　　　地價調查評議",,912,,,912,,745,,-,,,"一、本科目包括地價調查評議
二、本年度預算數包括:
　　人事費2千元
　　業務費910千元
",,,
,,,,,,,,03,,"　　　33020010903
　　　召開租佃委員
　　　會",,119,,,119,,56,,-,,,"一、本科目包括召開租佃委員會
二、本年度預算數包括:
　　業務費119千元
",,,
,,,,,,,,04,,"　　　33020010904
　　　公地放租放領
　　　管理",,"1,671",,,"1,671",,"1,435",,-,,,"一、本科目包括公地放租放領管理
二、本年度預算數包括:
　　業務費1,671千元
",,,
,,,,,,,,05,,"　　　33020010905
　　　農市地重劃管
　　　理",,"3,267",,,"3,088",,"501,860",,179,,,"一、本科目包括農市地重劃管理
二、本年度預算數包括:
　　業務費3,267千元
三、本年度預算數與上年度比較：
　　增加 179千元
　　增列 業務費179千元
四、本科目增減項目如下：
1.增列一般事務費103千元。
2.增列車輛及辦公器具養護費6千元。
3.增列國內旅費70千元。
",,,
,,,,,,,,06,,"　　　33020010906
　　　土地及建物登
　　　記",,"3,632",,,"3,632",,"3,632",,-,,,"一、本科目包括土地及建物登記
二、本年度預算數包括:
　　獎補助費3,632千元
",,,
,,,,,,,,07,,"　　　33020010907
　　　公設保留地分
　　　割測量",,"5,413",,,"6,513",,"1,468",,"-1,100",,,"一、本科目包括公設保留地分割測量
二、本年度預算數包括:
　　人事費158千元
　　業務費5,255千元
三、本年度預算數與上年度比較：
　　減少 1,100千元
　　減列 業務費1,100千元
四、本科目增減項目如下:
1.減列其他業務租金100千元。
2.減列按日按件計資酬金6千元。
3.減列委辦費1,080千元。
",,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,000 - 10,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,縣政府主管,,,,,,,,,,,,,,,,,,,,,,,
,,歲出機關別預算表,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,中華民國105年度,,,,,,,,,,單位：新臺幣千元,,
,,科　　　　　　　　 　目,,,,,,,,,,"本年度
預算數",,,"上年度
預算數",,"前年度
決算數",,"本年度與
上年度比較",,,說　　明,,,
,,款,,項,,目,,節,,名稱及編號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"4.增列物品56.4千元。
5.減列一般事務費64.4千元。
6.增列車輛及辦公器具養護費59千元。
7.增列國內旅費35千元。
",,,
,,,,,,,,08,,"　　　33020010909
　　　縣辦地籍圖重
　　　測業務",,"9,331",,,"9,331",,"9,157",,-,,,"一、本科目包括縣辦地籍圖重測業務
二、本年度預算數包括:
　　人事費3,762千元
　　業務費5,569千元
",,,
,,,,,,11,,,,"　　33020019000
　　一般建築及設備",,"4,194",,,"8,731",,"128,637",,"-4,537",,,,,,
,,,,,,,,01,,"　　　33020019019
　　　其他設備",,"2,670",,,"6,879",,"127,019",,"-4,209",,,"一、本科目包括其他設備
二、本年度預算數包括:
　　設備及投資2,670千元
三、本年度預算數與上年度比較：
　　減少 4,209千元
　　減列 設備及投資4,209千元
四、本科目項目如下：
資訊軟硬體設備費2,670千元。
",,,
,,,,,,,,02,,"　　　33020019020
　　　民政設備",,"1,524",,,"1,852",,"1,618",,-328,,,"一、本科目包括民政設備
二、本年度預算數包括:
　　設備及投資1,123千元
　　獎補助費401千元
三、本年度預算數與上年度比較：
　　減少 328千元
　　減列 設備及投資441千元
　　增列 獎補助費113千元
四、本科目項目如下：
1.購置影印機153千元。
2.購置戶政電腦150千元。
3.購置公務車820千元。
4.補助戶政其他雜項設備401千元。
",,,
,,,,,,12,,,,"　　51020015000
　　教育發展業務",,"7,093,104",,,"7,073,629",,"6,284,275",,"19,475",,,,,,
