高雄市地方總預算,,,,,,,,,,
歲出機關別預算表,,,,,,,,,,
經資門併計,,,,,,,   中華民國105年度,,,單位:新台幣千元
,,,7,,670209,駁二營運中心業務," 	80,338 "," 	109,857 ","-	29,519 ","本年度預算數較上年度減列
29,519千元，包括：
1.地方文化館第二期計畫
  3,858千元，較上年度增列
  1千元。
2.文化創意產業園區營運推動
  計畫76,480千元，較上年度
  減列補助文創產業發展基金
  3,520千元。
3.上年度辦理提供空間予視覺
  藝術家進駐計畫及興辦基礎
  工業補助地方計畫，預算業
  已編竣，所列26,000千元如
  數減列。"
,,,8,,670210,岡山文化中心業務," 	26,863 "," 	26,863 ", 	-00 ,"本年度預算數26,863千元，係
辦理岡山文化中心相關業務經
費，與上年度同。"
,,,9,,670205,文化中心業務," 	39,209 "," 	36,079 "," 	3,130 ","本年度預算數較上年度增列
3,130千元，包括：
1.劇場管理業務11,421千元，
  較上年度增列廳堂設備汰換
  等經費3,200千元。
2.場地管理業務12,791千元，
  較上年度增列大東及音樂館
  機電設備維護經費600千元
  。
3.駐警隊業務7,763千元，較
  上年度增列保全等經費560
  千元。
4.展覽業務2,483千元，較上
  年度減列展覽及藝術交流等
  經費320千元。
5.藝文推廣業務4,751千元，
  較上年度減列志工誤餐費及
  藝文交流等經費910千元。"
,,3,,,674000,預備金, 	500 , 	500 , 	-00 ,
,,,1,,674001,第一預備金, 	500 , 	500 , 	-00 ,仍照上年度預算數編列。
,2,,,19002,,美術館," 	185,452 "," 	230,035 ","-	44,583 ",
,,1,,,670100,一般行政," 	125,983 "," 	174,912 ","-	48,929 ",
,,,1,,670101,行政管理," 	125,983 "," 	174,912 ","-	48,929 ","本年度預算數之內容與上年度
之比較如下：
1.人員維持費58,467千元與上
  年度相同。
2.基本行政工作維持費67,516
  千元，較上年度減列學產地
  土地租金及保全人員等經費
  48,929千元。"
,,2,,,670200,活動與管理," 	59,469 "," 	55,123 "," 	4,346 ",
,,,1,,670201,業務管理," 	59,469 "," 	55,123 "," 	4,346 ","本年度預算數較上年度增列
4,346千元，包括：
1.美術展覽業務16,515千元，
  較上年度增列展覽布置等經
  費1,756千元。
2.美術品典藏業務9,468千元，
  較上年度增列典藏庫房設備
  500千元。
3.推廣美術教育業務14,887千
  元，較上年度增列兒美館展
  覽計畫等經費400千元
  。
4.研究美術業務5,624千元，較
  上年度增列南島當代藝術雙
  年展經費及國外旅費等經費
  2,320千元。    
5.視覺藝術補助計畫2,100千元
  ，較上年度增列展覽計畫等
  經費1,000千元。
6.地方文化館計畫2,800千元，
  較上年度減列第二期計畫經
  費1,630千元。
"
,3,,,19003,,圖書館," 	425,129 "," 	761,837 ","-	336,708 ",
,,1,,,670100,一般行政," 	168,594 "," 	168,594 ", 	-00 ,
,,,1,,670101,行政管理," 	168,594 "," 	168,594 ", 	-00 ,"本年度預算數之內容與上年度
之比較如下：
1.人員維持費140,725千元與
  上年度同。
2.基本行政工作維持費27,869
  千元與上年度同。"
,,2,,,670200,圖書管理," 	256,535 "," 	593,243 ","-	336,708 ",
,,,1,,670201,開放閱覽," 	231,759 "," 	569,649 ","-	337,890 ","本年度預算數較上年度減列
337,890千元，包括：
1.新增旗山分館新建工程
  2,000千元。
2.館舍營運暨閱覽服務
  190,019千元，較上年度增
  列總館及各分館營運等經費
  21,685千元。
3.總館及各分館34,219千元，
  較上年度減列總館新建及內
  裝工程等經費346,587元。
4.公共圖書館活力再造及資源
  整合計畫5,521千元，較上
  年度減列閱讀環境與設備升
  級實施計畫等經費1,600千
  元。
5.上年度辦理公共圖書館書香
  卓越典範補助專案計畫及鄉
  鎮市就業服務台計畫，預算
  業已編竣，所列13,388千元
  如數減列。"
,,,2,,670202,各項活動," 	24,776 "," 	23,594 "," 	1,182 ","本年度預算數較上年度增列
1,182千元，包括：
1.閱讀推廣活動計畫22,887千
  元，較上年度增列劇場前後
  台服務經費1,212千元。
2.公共圖書館資源整合發展補
  助專案計畫20千元，較上年
  度減列館藏行銷與閱讀推廣
  經費30千元。"
,4,,,19004,,歷史博物館," 	79,416 "," 	83,928 ","-	4,512 ",
,,1,,,670100,一般行政," 	36,253 "," 	36,392 ",-	139 ,
,,,1,,670101,行政管理," 	36,253 "," 	36,392 ",-	139 ,"本年度預算數之內容與上年度
之比較如下：
1.人員維持費23,620千元與上
  年度相同。
2.基本行政工作維持費12,633
  千元，較上年度減列系統委
  外開發等經費139千元。"
,,2,,,670200,活動與管理," 	43,163 "," 	47,536 ","-	4,373 ",
,,,1,,670201,業務管理," 	43,163 "," 	47,536 ","-	4,373 ","本年度預算數較上年度減列
4,373千元，包括：
1.新增傳統皮影戲傳承、活化
  與展演交流計畫742千元及
　內門藝陣等專書出版計畫
　600千元。
2.新增普濟群生匾及紫竹生春
  匾保存維護管理及調查研究
  計畫500千元。
3.研究典藏及出版業務12,037
　千元，較上年度增列文史研
　究育成、書寫及出版等經費
  5,982千元。
4.展覽企劃業務5,580千元，
　較上年度增列展覽設計製作
　佈置及借展費等經費1,275
　千元。
5.推廣行銷業務9,130千元，
　較上年度減列扶植並發展本
　市特有無形文化資產等經費
  6,798千元。"
,,,,,,,,,,"6.地方文化館第二期計畫
  14,574千元，較上年度減列
  核心博物館發展及打造友善
  海洋文化觀光環境計畫等經
  費1,140千元。
7.上年度辦理舊打狗驛營運行
  銷展演、傳統皮影戲及宋江
  陣推廣、相關調查研究暨出
  版與村落文化發展計畫，預
  算業已編竣，所列5,534千
　元如數減列。"
,5,,,19005,,電影館," 	67,062 "," 	66,939 ", 	123 ,
,,1,,,670100,一般行政," 	13,475 "," 	13,486 ",-	11 ,
,,,1,,670101,行政管理," 	13,475 "," 	13,486 ",-	11 ,"本年度預算數之內容與上年度
之比較如下：
1.人員維持費13,170千元與上
  年度同。
2.基本行政工作維持費305千
  元，較上年度減列車輛相關
  經費等11千元。"
,,2,,,670200,活動與管理," 	53,587 "," 	53,453 ", 	134 ,
,,,1,,670201,業務管理," 	53,587 "," 	53,453 ", 	134 ,"本年度預算數較上年度增列
134千元，包括：
1.一般業務5,399千元，較上
  年度增列水電費1,000千元
  。
2.映演業務22,697千元，較上
  年度減列國外旅費200千元
  。
3.推廣業務25,491千元，較上
  年度減列補助影像創作等經
  費666千元。"
