高雄市地方總預算,,,,,,,,,,
歲出機關別預算表,,,,,,,,,,
經資門併計,,,,,,,   中華民國105年度,,,單位:新台幣千元
,,,1,,790501,垃圾集運管理," 	796,150 "," 	747,808 "," 	48,342 ","本年度預算數較上年度增列
48,342千元，包括：
1.補助汰換老舊垃圾清運車輛
  計畫48,259千元，較上年度
  增列24,259千元。
2.環境消毒及病媒防治35,639
  千元，較上年度增列登革熱
  防治臨時人員酬金及獎金等
  經費18,600千元。
3.垃圾集運583,090千元，較上
  年度增列清潔人員、駕駛獎
  金及主要道路臨時人員獎金
  等經費11,163千元。
4.資源回收工作計畫28,810千
  元，較上年度增列1,090千
  元。
5.一般廢棄物回收90,130千元
  ，較上年度減列油料等經費
  6,770千元。"
,,12,,,791700,都市廢棄物處理," 	359,579 "," 	374,677 ","-	15,098 ",
,,,1,,791701,都市廢棄物處理," 	359,579 "," 	374,677 ","-	15,098 ","本年度預算數359,579千元，
較上年度減列都市垃圾處理之
底渣再利用計畫等經費15,098
千元。"
,,15,,,792100,勞工安全衛生," 	5,220 "," 	3,783 "," 	1,437 ",
,,,1,,792101,勞工安全衛生," 	5,220 "," 	3,783 "," 	1,437 ","本年度預算數5,220千元，較
上年度增列員工健康檢查等經
費1,437千元。"
,,16,,,791800,環境影響評估及公害糾紛調處," 	65,566 "," 	16,446 "," 	49,120 ",
,,,1,,791801,環境影響評估及公害糾紛調處," 	65,566 "," 	16,446 "," 	49,120 ","本年度預算數較上年度增列
49,120千元，包括：
1.高雄市建構寧適家園計畫
  56,200千元，較上年度增列
  56,000千元。
2.環境影響評估8,958千元，
  較上年度減列公有建築物屋
  頂設置太陽光電回饋金等經
  費1,430千元。
3.上年度辦理營造永續優質環
  境衛生計畫，預算業已編竣
  ，所列5,450千元如數減列。"
,,19,,,792000,環境污染稽查," 	31,516 "," 	28,556 "," 	2,960 ",
,,,1,,792001,環境污染稽查," 	31,516 "," 	28,556 "," 	2,960 ","本年度預算數31,516千元，較
上年度增列環境衛生稽查之通
訊費等經費2,960千元。"
,,20,,,790800,檢驗業務," 	3,130 "," 	3,153 ",-	23 ,
,,,2,,790802,環境公害檢驗," 	3,130 "," 	3,153 ",-	23 ,"本年度預算數3,130千元，較
上年度減列機械設備等經費
23千元。"
,,21,,,794000,預備金, 	420 , 	420 , 	-00 ,
,,,1,,794001,第一預備金, 	420 , 	420 , 	-00 ,仍照上年度預算數編列。
,2,,,11002,,中區資源回收廠," 	291,036 "," 	287,993 "," 	3,043 ",
,,1,,,790100,一般行政," 	129,559 "," 	123,290 "," 	6,269 ",
,,,1,,790101,行政管理," 	78,533 "," 	73,840 "," 	4,693 ","本年度預算數之內容與上年度
之比較如下:
1.人員維持費77,614千元，較
  上年度核實增列人事費
  4,690千元。
2.基本行政工作維持費919千
  元，較上年度增列三節慰問
  金等3千元。"
,,,2,,790102,業務管理," 	51,026 "," 	49,450 "," 	1,576 ","本年度預算數51,026千元，較
上年度增列總務業務之保全及
水電費等經費1,576千元。"
,,2,,,790200,垃圾焚化業務," 	161,477 "," 	164,703 ","-	3,226 ",
,,,2,,790202,垃圾焚化操作," 	161,477 "," 	164,703 ","-	3,226 ","本年度預算數較上年度預算數
減列3,226千元，包括:
1.岡山游泳館管理業務4,000
  千元，較上年度增列水電費
  及設施保養維護等經費378
  千元。
2.操作業務134,761千元，較
  上年度減列電費及焚化設備
  暨危險機具操作等經費
  3,604千元。"
,3,,,11003,,南區資源回收廠," 	433,686 "," 	489,048 ","-	55,362 ",
,,1,,,790100,一般行政," 	247,079 "," 	248,887 ","-	1,808 ",
,,,1,,790101,行政管理," 	245,651 "," 	247,902 ","-	2,251 ","本年度預算數之內容與上年度
之比較如下：
1.人員維持費100,797千元，
  較上年度核實減列人事費
  2,647千元。
2.基本行政工作維持費
  144,854千元，較上年度增
  列退休員工三節慰問金及設
  施維護費等經費396千元。"
,,,2,,790102,業務管理," 	1,428 ", 	985 , 	443 ,"本年度預算數1,428千元，較
上年度增列勞工安全衛生及消
防業務之滅火器藥劑更換及充
填定期作業等經費443千元。"
,,2,,,790200,垃圾焚化業務," 	186,607 "," 	240,161 ","-	53,554 ",
,,,2,,790202,垃圾焚化操作," 	186,607 "," 	240,161 ","-	53,554 ","本年度預算數較上年度減列
53,554千元，包括：
1.營運業務經費36,756千元，
  較上年度減列代處理外縣市
  一般事業廢棄物全廠機電維
  修及設備改善收支對列經費
  27,489千元。
2.操作業務經費149,851千元
  ，較上年度減列委託技術顧
  問監督服務費及代處理外縣
  市一般事業廢棄物等相關收
  支對列經費26,065千元。"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
