,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,02301,,,,,,,"　50230100000
　新北市政府主計處",,,"94,383",,"90,755",,"91,651",,"3,628",,,,,
,,,,,,01,,,,,"　　502023010100
　　一般行政",,,"70,705",,"66,542",,"71,537",,"4,163",,,,,
,,,,,,,,,01,,"　　　5102023010101
　　　行政管理",,,"70,705",,"66,542",,"71,537",,"4,163",,,"經常門詳2-3冊11-12頁
一、本預算數係行政管理之
　　經費
二、本年度預算數70,705
　　千元，包括:
　　1.人事費69,274千元
　　2.業務費1,413千元
　　3.獎補助費18千元
三、本年度較上年度增加
　　4,163千元，包括：
　　增列人事費4,157千元
　　增列獎補助費6千元
",,
,,,,,,04,,,,,"　　502023010400
　　主計業務",,,"21,728",,"23,338",,"20,020",,"-1,610",,,,,
,,,,,,,,,04,,"　　　5102023010404
　　　主計業務",,,"21,728",,"23,338",,"20,020",,"-1,610",,,"經常門詳2-3冊13-16頁
一、本預算數係主計業務之
　　經費
二、本年度預算數21,728
　　千元，包括:
",,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,新北市總預算,,,,,,,,,,,,,,,,,,,,,,,
,,歲出機關別預算表,,,,,,,,,,,,,,,,,,,,,,,
,,經資門併計,,,,,,,,,,中華民國105年度,,,,,,,,,單位：新臺幣千元,,,,
,,科　　　　　　　　目,,,,,,,,,,,,"本年度
預算數",,"上年度
預算數",,"前年度
決算數",,"本年度與
上年度比較",,,說明,,
,,款,,項,,目,,,節,,名稱及編號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"　　1.人事費5,402千元
　　2.業務費16,326千元
三、本年度較上年度減少
　　1,610千元，包括：
　　增列人事費3千元
　　減列業務費1,613千元
分支計畫包括：
業務管理9,686千元、總預算編審與督導執行437千元、總會計與決算及輔導會計業務313千元、公務、調查統計10,987千元、附屬單位預算305千元。
",,
,,,,,,08,,,,,"　　502023010800
　　一般建築及設備",,,"1,750",,675,,95,,"1,075",,,,,
,,,,,,,,,01,,"　　　5202023010801
　　　建築及設備",,,"1,750",,675,,95,,"1,075",,,"資本門詳2-3冊18頁
購置資訊設備
一、本預算數係建築及設備
　　之經費
二、本年度預算數1,750
　　千元，包括:
　　1.設備及投資
　　　1,750千元
三、本年度較上年度增加
　　1,075千元，包括：
　　增列設備及投資1,075千元
",,
,,,,,,09,,,,,"　　502023010900
　　第一預備金",,,200,,200,,,,,,,,,
,,,,,,,,,01,,"　　　5102023010901
　　　第一預備金",,,200,,200,,,,,,,"經常門詳2-3冊17頁
一、本預算數係第一預備金
　　之經費
二、本年度預算數200
　　千元，包括:
　　1.預備金200千元
",,
,,,,02401,,,,,,,"　50240100000
　新北市政府政風處",,,"45,967",,"46,194",,"43,239",,-227,,,,,
,,,,,,01,,,,,"　　502024010100
　　一般行政",,,"42,080",,"42,107",,"39,619",,-27,,,,,
,,,,,,,,,01,,"　　　5102024010101
　　　行政管理",,,"42,080",,"42,107",,"39,619",,-27,,,"經常門詳2-4冊9-11頁
一、本預算數係行政管理之
　　經費
二、本年度預算數42,080
　　千元，包括:
　　1.人事費38,662千元
　　2.業務費3,412千元
　　3.獎補助費6千元
三、本年度較上年度減少
　　27千元，包括：
　　減列業務費27千元
",,
,,,,,,05,,,,,"　　502024010500
　　政風業務",,,"3,687",,"3,887",,"3,569",,-200,,,,,
,,,,,,,,,05,,"　　　5102024010505
　　　政風業務",,,"3,687",,"3,887",,"3,569",,-200,,,"經常門詳2-4冊12-14頁
一、本預算數係政風業務之
　　經費
",,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,新北市總預算,,,,,,,,,,,,,,,,,,,,,,,
,,歲出機關別預算表,,,,,,,,,,,,,,,,,,,,,,,
,,經資門併計,,,,,,,,,,中華民國105年度,,,,,,,,,單位：新臺幣千元,,,,
,,科　　　　　　　　目,,,,,,,,,,,,"本年度
預算數",,"上年度
預算數",,"前年度
決算數",,"本年度與
上年度比較",,,說明,,
,,款,,項,,目,,,節,,名稱及編號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"二、本年度預算數3,687
　　千元，包括:
　　1.業務費3,687千元
三、本年度較上年度減少
　　200千元，包括：
　　減列業務費200千元
分支計畫包括：
政風組織及維護管理186千元、政風預防及法令宣導2,505千元、政風查處484千元、財產申報512千元。
",,
,,,,,,08,,,,,"　　502024010800
　　一般建築及設備",,,,,,,51,,,,,,,
,,,,,,,,,01,,"　　　5202024010801
　　　建築及設備",,,,,,,51,,,,,,,
,,,,,,09,,,,,"　　502024010900
　　第一預備金",,,200,,200,,,,,,,,,
,,,,,,,,,01,,"　　　5102024010901
　　　第一預備金",,,200,,200,,,,,,,"經常門詳2-4冊15頁
一、本預算數係第一預備金
　　之經費
二、本年度預算數200
　　千元，包括:
　　1.預備金200千元
",,
,,,,02501,,,,,,,"　50250100000
　新北市政府研究發展考
　核委員會",,,"137,601",,"142,299",,"134,464",,"-4,698",,,,,
,,,,,,01,,,,,"　　502025010100
　　一般行政",,,"85,530",,"84,481",,"85,694",,"1,049",,,,,
,,,,,,,,,01,,"　　　5102025010101
　　　行政管理",,,"85,530",,"84,481",,"85,694",,"1,049",,,"經常門詳2-5冊13-15頁
一、本預算數係行政管理之
　　經費
二、本年度預算數85,530
　　千元，包括:
　　1.人事費78,939千元
　　2.業務費6,591千元
三、本年度較上年度增加
　　1,049千元，包括：
　　增列人事費2,002千元
　　減列業務費953千元
",,
,,,,,,07,,,,,"　　502025010700
　　施政計畫綜合業務",,,"51,071",,"57,033",,"48,721",,"-5,962",,,,,
,,,,,,,,,07,,"　　　5102025010707
　　　施政計畫綜合業務",,,"51,071",,"57,033",,"48,721",,"-5,962",,,"經常門詳2-5冊16-18頁
一、本預算數係施政計畫綜
　　合業務之經費
二、本年度預算數51,071
　　千元，包括:
　　1.業務費51,071千元
三、本年度較上年度減少
　　5,962千元，包括：
　　減列業務費5,962千元
分支計畫包括：
研究發展業務1,706千元、綜合規劃業務2,470千元、計畫管制業務205千元、施政考核業務",,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,新北市總預算,,,,,,,,,,,,,,,,,,,,,,,
,,歲出機關別預算表,,,,,,,,,,,,,,,,,,,,,,,
,,經資門併計,,,,,,,,,,中華民國105年度,,,,,,,,,單位：新臺幣千元,,,,
,,科　　　　　　　　目,,,,,,,,,,,,"本年度
預算數",,"上年度
預算數",,"前年度
決算數",,"本年度與
上年度比較",,,說明,,
,,款,,項,,目,,,節,,名稱及編號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"292千元、為民服務業務46,398千元。
",,
,,,,,,08,,,,,"　　502025010800
　　一般建築及設備",,,500,,635,,50,,-135,,,,,
,,,,,,,,,01,,"　　　5202025010801
　　　建築及設備",,,500,,635,,50,,-135,,,"資本門詳2-5冊20頁
本會暨聯合服務中心購置辦公設備及設施整修。
一、本預算數係建築及設備
　　之經費
二、本年度預算數500
　　千元，包括:
　　1.設備及投資500千元
三、本年度較上年度減少
　　135千元，包括：
　　減列設備及投資135千元
",,
,,,,,,09,,,,,"　　502025010900
　　第一預備金",,,500,,150,,,,350,,,,,
,,,,,,,,,01,,"　　　5102025010901
　　　第一預備金",,,500,,150,,,,350,,,"經常門詳2-5冊19頁
一、本預算數係第一預備金
　　之經費
二、本年度預算數500
　　千元，包括:
　　1.預備金500千元
三、本年度較上年度增加
　　350千元，包括：
　　增列預備金350千元
",,
,,,,02511,,,,,,,"　50251100000
　新北市政府資訊中心",,,"472,508",,"508,461",,"522,288",,"-35,953",,,,,
,,,,,,01,,,,,"　　502025110100
　　一般行政",,,"51,426",,"49,292",,"57,642",,"2,134",,,,,
,,,,,,,,,02,,"　　　5102025110102
　　　業務管理",,,"51,426",,"49,292",,"57,642",,"2,134",,,"經常門詳2-5-1冊13-15頁
一、本預算數係業務管理之
　　經費
二、本年度預算數51,426
　　千元，包括:
　　1.人事費47,749千元
　　2.業務費3,677千元
三、本年度較上年度增加
　　2,134千元，包括：
　　增列人事費3,882千元
　　減列業務費1,748千元
",,
,,,,,,08,,,,,"　　502025110800
　　一般建築及設備",,,"70,600",,"94,860",,"80,012",,"-24,260",,,,,
,,,,,,,,,01,,"　　　5202025110801
　　　建築及設備",,,"70,600",,"94,860",,"80,012",,"-24,260",,,"資本門詳2-5-1冊19-20頁
(一)持續更新及汰換伺服器主機，以提昇主機效能。(二)加強資訊安全軟硬體設備之購置，強化本府資訊安全防護，並符合國家資訊安全政策及個人資料保護法規定。(三)推動便民服務資訊系統開發，強化服務容量、提升服務效率及品質。(四)持續推動各項資訊系",,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,新北市總預算,,,,,,,,,,,,,,,,,,,,,,,
,,歲出機關別預算表,,,,,,,,,,,,,,,,,,,,,,,
,,經資門併計,,,,,,,,,,中華民國105年度,,,,,,,,,單位：新臺幣千元,,,,
,,科　　　　　　　　目,,,,,,,,,,,,"本年度
預算數",,"上年度
預算數",,"前年度
決算數",,"本年度與
上年度比較",,,說明,,
,,款,,項,,目,,,節,,名稱及編號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"統之調整，提升系統效能及縮短行政時程。
一、本預算數係建築及設備
　　之經費
二、本年度預算數70,600
　　千元，包括:
　　1.設備及投資
　　　70,600千元
三、本年度較上年度減少
　　24,260千元，包括：
　　減列設備及投資
　　24,260千元
",,
,,,,,,10,,,,,"　　502025111000
　　資訊業務",,,"350,482",,"364,309",,"384,635",,"-13,827",,,,,
,,,,,,,,,01,,"　　　5102025111001
　　　資訊管理",,,"350,482",,"364,309",,"384,635",,"-13,827",,,"經常門詳2-5-1冊16-18頁
一、本預算數係資訊管理之
　　經費
二、本年度預算數350,482
　　千元，包括:
　　1.業務費350,482千元
三、本年度較上年度減少
　　13,827千元，包括：
　　減列業務費13,827千元
",,
,,,,02601,,,,,,,"　50260100000
　新北市政府新聞局",,,"86,242",,"103,487",,"93,204",,"-17,245",,,,,
,,,,,,01,,,,,"　　507026010100
　　一般行政",,,"45,773",,"45,066",,"44,252",,707,,,,,
,,,,,,,,,01,,"　　　5107026010101
　　　行政管理",,,"45,773",,"45,066",,"44,252",,707,,,"經常門詳2-6冊11-12頁
一、本預算數係行政管理之
　　經費
二、本年度預算數45,773
　　千元，包括:
　　1.人事費37,650千元
　　2.業務費8,117千元
　　3.獎補助費6千元
三、本年度較上年度增加
　　707千元，包括：
　　增列人事費549千元
　　增列業務費158千元
",,
,,,,,,02,,,,,"　　507026010200
　　新聞業務",,,"39,157",,"56,594",,"48,056",,"-17,437",,,,,
,,,,,,,,,02,,"　　　5107026010202
　　　新聞業務",,,"39,157",,"56,594",,"48,056",,"-17,437",,,"經常門詳2-6冊13-16頁
一、本預算數係新聞業務之
　　經費
二、本年度預算數39,157
　　千元，包括:
　　1.人事費7,896千元
　　2.業務費30,761千元
　　3.獎補助費500千元
三、本年度較上年度減少
　　17,437千元，包括：
　　減列人事費549千元
　　減列業務費16,888千元
分支計畫包括：
新聞行政6,527千元、綜合行銷",,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,新北市總預算,,,,,,,,,,,,,,,,,,,,,,,
,,歲出機關別預算表,,,,,,,,,,,,,,,,,,,,,,,
,,經資門併計,,,,,,,,,,中華民國105年度,,,,,,,,,單位：新臺幣千元,,,,
,,科　　　　　　　　目,,,,,,,,,,,,"本年度
預算數",,"上年度
預算數",,"前年度
決算數",,"本年度與
上年度比較",,,說明,,
,,款,,項,,目,,,節,,名稱及編號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"12,020千元、新聞宣導與公共關係20,610千元。
",,
,,,,,,07,,,,,"　　507026010700
　　一般建築及設備",,,812,,"1,327",,896,,-515,,,,,
,,,,,,,,,01,,"　　　5207026010701
　　　建築及設備",,,812,,"1,327",,896,,-515,,,"資本門詳2-6冊18頁
(一)為改善新聞輿情監看設備及新增數位化電腦錄監控設備、新聞影片分享剪輯用等電腦設備。(二)修繕、汰換辦公設施。
一、本預算數係建築及設備
　　之經費
二、本年度預算數812
　　千元，包括:
　　1.設備及投資812千元
三、本年度較上年度減少
　　515千元，包括：
　　減列設備及投資515千元
",,
,,,,,,09,,,,,"　　507026010900
　　第一預備金",,,500,,500,,,,,,,,,
,,,,,,,,,01,,"　　　5107026010901
　　　第一預備金",,,500,,500,,,,,,,"經常門詳2-6冊17頁
一、本預算數係第一預備金
　　之經費
二、本年度預算數500
　　千元，包括:
　　1.預備金500千元
",,
,,,,02701,,,,,,,"　50270100000
　新北市政府法制局",,,"99,944",,"91,770",,"87,043",,"8,174",,,,,
,,,,,,01,,,,,"　　502027010100
　　一般行政",,,"62,181",,"58,599",,"62,141",,"3,582",,,,,
,,,,,,,,,01,,"　　　5102027010101
　　　行政管理",,,"62,181",,"58,599",,"62,141",,"3,582",,,"經常門詳2-7冊14-15頁
一、本預算數係行政管理之
　　經費
二、本年度預算數62,181
　　千元，包括:
　　1.人事費61,896千元
　　2.業務費267千元
　　3.獎補助費18千元
三、本年度較上年度增加
　　3,582千元，包括：
　　增列人事費3,576千元
　　增列獎補助費6千元
",,
,,,,,,06,,,,,"　　502027010600
　　法制業務",,,"36,302",,"32,070",,"23,992",,"4,232",,,,,
,,,,,,,,,06,,"　　　5102027010606
　　　法制業務",,,"36,302",,"32,070",,"23,992",,"4,232",,,"經常門詳2-7冊16-19頁
一、本預算數係法制業務之
　　經費
二、本年度預算數36,302
　　千元，包括:
　　1.業務費16,052千元
　　2.獎補助費20,250千元
三、本年度較上年度增加
　　4,232千元，包括：
",,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,新北市總預算,,,,,,,,,,,,,,,,,,,,,,,
,,歲出機關別預算表,,,,,,,,,,,,,,,,,,,,,,,
,,經資門併計,,,,,,,,,,中華民國105年度,,,,,,,,,單位：新臺幣千元,,,,
,,科　　　　　　　　目,,,,,,,,,,,,"本年度
預算數",,"上年度
預算數",,"前年度
決算數",,"本年度與
上年度比較",,,說明,,
,,款,,項,,目,,,節,,名稱及編號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"　　增列業務費4,232千元
分支計畫包括：
業務管理3,689千元、消費爭議調解1,102千元、行政救濟業務22,209千元、法規審議及諮詢990千元、採購申訴審議8,312千元。
",,
,,,,,,09,,,,,"　　502027010900
　　第一預備金",,,100,,100,,,,,,,,,
,,,,,,,,,01,,"　　　5102027010901
　　　第一預備金",,,100,,100,,,,,,,"經常門詳2-7冊20頁
一、本預算數係第一預備金
　　之經費
二、本年度預算數100
　　千元，包括:
　　1.預備金100千元
",,
,,,,,,02,,,,,"　　511027010200
　　經濟發展及輔導",,,"1,361",,"1,001",,911,,360,,,,,
,,,,,,,,,02,,"　　　5111027010202
　　　經濟發展及輔導",,,"1,361",,"1,001",,911,,360,,,"經常門詳2-7冊21頁
一、本預算數係經濟發展及
　　輔導之經費
二、本年度預算數1,361
　　千元，包括:
　　1.業務費1,361千元
三、本年度較上年度增加
　　360千元，包括：
　　增列業務費360千元
分支計畫包括：
消費者保護1,361千元。
",,
,,,,02901,,,,,,,"　50290100000
　新北市板橋區公所",,,"814,235",,"828,897",,"810,104",,"-14,662",,,,,
,,,,,,09,,,,,"　　503029010900
　　區政業務",,,"814,235",,"828,897",,"810,104",,"-14,662",,,,,
,,,,,,,,,01,,"　　　5103029010901
　　　區政業務",,,"812,735",,"827,397",,"810,104",,"-14,662",,,"經常門詳2-9-1冊17-23頁
資本門詳2-9-1冊25頁
一、本預算數係區政業務之
　　經費
二、本年度預算數812,735
　　千元，包括:
　　1.人事費163,743千元
　　2.業務費500,970千元
　　3.設備及投資
　　　112,296千元
　　4.獎補助費35,726千元
三、本年度較上年度減少
　　14,662千元，包括：
　　減列人事費570千元
　　減列業務費16,413千元
　　增列設備及投資1,766千元
　　增列獎補助費555千元
分支計畫包括：
一般行政291,158千元、民政業務267,716千元、役政及防災業務1,016千元、農漁業務2,396千元、水利業務6,243千元、交通業務2,710千元、社會文化",,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,新北市總預算,,,,,,,,,,,,,,,,,,,,,,,
,,歲出機關別預算表,,,,,,,,,,,,,,,,,,,,,,,
,,經資門併計,,,,,,,,,,中華民國105年度,,,,,,,,,單位：新臺幣千元,,,,
,,科　　　　　　　　目,,,,,,,,,,,,"本年度
預算數",,"上年度
預算數",,"前年度
決算數",,"本年度與
上年度比較",,,說明,,
,,款,,項,,目,,,節,,名稱及編號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"40,099千元、道路及公園業務89,101千元、建築及設備112,296千元。
",,
,,,,,,,,,02,,"　　　5103029010902
　　　第一預備金",,,"1,500",,"1,500",,,,,,,"經常門詳2-9-1冊24頁
一、本預算數係第一預備金
　　之經費
二、本年度預算數1,500
　　千元，包括:
　　1.預備金1,500千元
",,
